key,Bulk_id,symbol,Surface,in_domain,Bulk_concentration,surface_concentration,Crystal System,Point Group,EqV2_predicted_H_ads_E,single_point_DFT_H_ads_E
mp-1078699_H_2_110,mp-1078699,Nb2Pt6,110,True,"{'Nb': 25.0, 'Pt': 75.0}","{'Nb': 16.666666666666664, 'Pt': 83.33333333333334}",Orthorhombic,Pmmn,-0.310302734375,-0.29962745
mp-1649_H_0_110,mp-1649,Fe3Pt,110,True,"{'Fe': 75.0, 'Pt': 25.0}","{'Fe': 75.0, 'Pt': 25.0}",Cubic,Pm3m,-0.3056640625,-0.2941244
mp-1339_H_0_110,mp-1339,NbIr3,110,True,"{'Ir': 75.0, 'Nb': 25.0}","{'Ir': 75.0, 'Nb': 25.0}",Cubic,Pm3m,-0.330810546875,-0.29324414
mp-12107_H_0_110,mp-12107,TiPt3,110,True,"{'Pt': 75.0, 'Ti': 25.0}","{'Pt': 75.0, 'Ti': 25.0}",Cubic,Pm3m,-0.15185546875,-0.17066366
mp-20900_H_3_110,mp-20900,Cu6Sb2,110,True,"{'Cu': 75.0, 'Sb': 25.0}","{'Cu': 83.33333333333334, 'Sb': 16.666666666666664}",Orthorhombic,Pmmn,0.04443359375,0.00854474
mp-1100766_H_0_110,mp-1100766,Ni3Pt,110,True,"{'Ni': 75.0, 'Pt': 25.0}","{'Ni': 66.66666666666666, 'Pt': 33.33333333333333}",Tetragonal,I4mmm,-0.380126953125,-0.37885588
mp-20928_H_2_110,mp-20928,Sb4Ru2,110,True,"{'Ru': 33.33333333333333, 'Sb': 66.66666666666666}","{'Ru': 33.33333333333333, 'Sb': 66.66666666666666}",Orthorhombic,Pnnm,-0.20654296875,-0.23526216
mp-1100766_H_1_110,mp-1100766,Ni3Pt,110,True,"{'Ni': 75.0, 'Pt': 25.0}","{'Ni': 75.0, 'Pt': 25.0}",Tetragonal,I4mmm,-0.3818359375,-0.39278878
mp-1078755_H_0_110,mp-1078755,Sb2Pt6,110,True,"{'Pt': 75.0, 'Sb': 25.0}","{'Pt': 75.0, 'Sb': 25.0}",Tetragonal,I4mmm,-0.2080078125,-0.20371398
mp-972220_H_0_110,mp-972220,Ti2Pt6,110,True,"{'Pt': 75.0, 'Ti': 25.0}","{'Pt': 75.0, 'Ti': 25.0}",Hexagonal,P63mmc,-0.3603515625,-0.36125155
mp-11358_H_0_110,mp-11358,TaCo3,110,True,"{'Co': 75.0, 'Ta': 25.0}","{'Co': 75.0, 'Ta': 25.0}",Cubic,Pm3m,-0.43359375,-0.35417676
mp-952_H_0_110,mp-952,MoPt2,110,True,"{'Mo': 33.33333333333333, 'Pt': 66.66666666666666}","{'Mo': 33.33333333333333, 'Pt': 66.66666666666666}",Orthorhombic,Immm,-0.406982421875,-0.3678734
mp-2002_H_0_110,mp-2002,Cu3Sb,110,True,"{'Cu': 75.0, 'Sb': 25.0}","{'Cu': 75.0, 'Sb': 25.0}",Cubic,Fm3m,-0.492919921875,-0.44841568
mp-30850_H_3_110,mp-30850,Ta2Pt6,110,True,"{'Pt': 75.0, 'Ta': 25.0}","{'Pt': 83.33333333333334, 'Ta': 16.666666666666664}",Orthorhombic,Pmmn,-0.34912109375,-0.33322101
mp-11798_H_1_110,mp-11798,Fe3Pt,110,True,"{'Fe': 75.0, 'Pt': 25.0}","{'Fe': 75.0, 'Pt': 25.0}",Tetragonal,P4mmm,-0.368896484375,-0.34715724
mp-20382_H_1_110,mp-20382,Ti12Sn10,110,True,"{'Sn': 45.45454545454545, 'Ti': 54.54545454545454}","{'Sn': 66.66666666666666, 'Ti': 33.33333333333333}",Hexagonal,P63mmc,-0.347900390625,-0.39499495
mp-12086_H_0_110,mp-12086,Cu3Pt,110,True,"{'Cu': 75.0, 'Pt': 25.0}","{'Cu': 75.0, 'Pt': 25.0}",Cubic,Pm3m,-0.337890625,-0.33512474
mp-30850_H_2_110,mp-30850,Ta2Pt6,110,True,"{'Pt': 75.0, 'Ta': 25.0}","{'Pt': 83.33333333333334, 'Ta': 16.666666666666664}",Orthorhombic,Pmmn,-0.287841796875,-0.24630806
mp-22344_H_1_110,mp-22344,Sn14Ru6,110,True,"{'Ru': 30.0, 'Sn': 70.0}","{'Ru': 25.0, 'Sn': 75.0}",Cubic,Im3m,-0.1298828125,-0.05205523
mp-11798_H_0_110,mp-11798,Fe3Pt,110,True,"{'Fe': 75.0, 'Pt': 25.0}","{'Fe': 75.0, 'Pt': 25.0}",Tetragonal,P4mmm,-0.315185546875,-0.28335245
mp-265_H_0_110,mp-265,TaIr3,110,True,"{'Ir': 75.0, 'Ta': 25.0}","{'Ir': 75.0, 'Ta': 25.0}",Cubic,Pm3m,-0.314453125,-0.27541584
mp-1185931_H_1_110,mp-1185931,Mn6Pt2,110,True,"{'Mn': 75.0, 'Pt': 25.0}","{'Mn': 85.71428571428571, 'Pt': 14.285714285714285}",Hexagonal,P63mmc,-0.3759765625,-0.36171563
mp-10596_H_0_110,mp-10596,FeIr3,110,True,"{'Fe': 25.0, 'Ir': 75.0}","{'Fe': 25.0, 'Ir': 75.0}",Cubic,Pm3m,-0.38330078125,-0.33389401
mp-569837_H_1_110,mp-569837,Ti12Sb4,110,True,"{'Sb': 25.0, 'Ti': 75.0}","{'Sb': 42.857142857142854, 'Ti': 57.14285714285714}",Tetragonal,I4mcm,-0.5703125,-0.62416
mp-1030_H_0_110,mp-1030,SbPt7,110,True,"{'Pt': 87.5, 'Sb': 12.5}","{'Pt': 87.5, 'Sb': 12.5}",Cubic,Fm3m,-0.39794921875,-0.39837745
mp-11514_H_0_110,mp-11514,NbPt2,110,True,"{'Nb': 33.33333333333333, 'Pt': 66.66666666666666}","{'Nb': 33.33333333333333, 'Pt': 66.66666666666666}",Orthorhombic,Immm,-0.38916015625,-0.32509485
mp-1180_H_1_110,mp-1180,MnPt3,110,True,"{'Mn': 25.0, 'Pt': 75.0}","{'Mn': 25.0, 'Pt': 75.0}",Cubic,Pm3m,-0.384033203125,-0.38563063
mp-1221425_H_0_110,mp-1221425,MoPt3,110,True,"{'Mo': 25.0, 'Pt': 75.0}","{'Mo': 25.0, 'Pt': 75.0}",Trigonal,R3m,-0.39306640625,-0.38491808
mp-20900_H_0_110,mp-20900,Cu6Sb2,110,True,"{'Cu': 75.0, 'Sb': 25.0}","{'Cu': 66.66666666666666, 'Sb': 33.33333333333333}",Orthorhombic,Pmmn,-0.274658203125,-0.27840102
mp-1007855_H_1_110,mp-1007855,FeNi3,110,True,"{'Fe': 25.0, 'Ni': 75.0}","{'Fe': 25.0, 'Ni': 75.0}",Tetragonal,I4mmm,-0.398681640625,-0.41091863
mp-1183969_H_1_110,mp-1183969,Cu3Sb,110,True,"{'Cu': 75.0, 'Sb': 25.0}","{'Cu': 75.0, 'Sb': 25.0}",Cubic,Pm3m,-0.20556640625,-0.17860124
mp-1180_H_0_110,mp-1180,MnPt3,110,True,"{'Mn': 25.0, 'Pt': 75.0}","{'Mn': 25.0, 'Pt': 75.0}",Cubic,Pm3m,-0.28662109375,-0.25921566
mp-1018021_H_0_110,mp-1018021,NbCo3,110,True,"{'Co': 75.0, 'Nb': 25.0}","{'Co': 75.0, 'Nb': 25.0}",Cubic,Pm3m,-0.380126953125,-0.34123791
mp-922_H_0_110,mp-922,CoPt3,110,True,"{'Co': 25.0, 'Pt': 75.0}","{'Co': 25.0, 'Pt': 75.0}",Cubic,Pm3m,-0.344482421875,-0.33478121
mp-20928_H_1_110,mp-20928,Sb4Ru2,110,True,"{'Ru': 33.33333333333333, 'Sb': 66.66666666666666}","{'Ru': 33.33333333333333, 'Sb': 66.66666666666666}",Orthorhombic,Pnnm,-0.140625,-0.16381299
mp-1521_H_3_210,mp-1521,Sb14Mo6,210,True,"{'Mo': 30.0, 'Sb': 70.0}","{'Mo': 26.923076923076923, 'Sb': 73.07692307692307}",Cubic,Im3m,-0.436767578125,-0.47743594
mp-12798_H_0_210,mp-12798,Ni3Pt,210,True,"{'Ni': 75.0, 'Pt': 25.0}","{'Ni': 66.66666666666666, 'Pt': 33.33333333333333}",Cubic,Pm3m,-0.3759765625,-0.39404899
mp-11523_H_1_210,mp-11523,Ni3Sn,210,True,"{'Ni': 75.0, 'Sn': 25.0}","{'Ni': 75.0, 'Sn': 25.0}",Cubic,Fm3m,-0.630859375,-0.65108704
mp-2083_H_0_210,mp-2083,Sn2Ir,210,True,"{'Ir': 33.33333333333333, 'Sn': 66.66666666666666}","{'Ir': 20.0, 'Sn': 80.0}",Cubic,Fm3m,-0.1513671875,-0.13008895
mp-30846_H_1_210,mp-30846,Sn6Pt4,210,True,"{'Pt': 40.0, 'Sn': 60.0}","{'Pt': 27.27272727272727, 'Sn': 72.72727272727273}",Hexagonal,P63mmc,-0.19970703125,-0.20237213
mp-30850_H_0_210,mp-30850,Ta2Pt6,210,True,"{'Pt': 75.0, 'Ta': 25.0}","{'Pt': 80.0, 'Ta': 20.0}",Orthorhombic,Pmmn,-0.403564453125,-0.348774
mp-22344_H_3_210,mp-22344,Sn14Ru6,210,True,"{'Ru': 30.0, 'Sn': 70.0}","{'Ru': 26.923076923076923, 'Sn': 73.07692307692307}",Cubic,Im3m,-0.31689453125,-0.36738449
mp-30846_H_0_210,mp-30846,Sn6Pt4,210,True,"{'Pt': 40.0, 'Sn': 60.0}","{'Pt': 30.0, 'Sn': 70.0}",Hexagonal,P63mmc,-0.16357421875,-0.14533072
mp-10598_H_0_210,mp-10598,Cu2Sn2,210,True,"{'Cu': 50.0, 'Sn': 50.0}","{'Cu': 40.0, 'Sn': 60.0}",Hexagonal,P63mmc,-0.21044921875,-0.19420726
mp-9835_H_0_210,mp-9835,Co2Sb4,210,True,"{'Co': 33.33333333333333, 'Sb': 66.66666666666666}","{'Co': 33.33333333333333, 'Sb': 66.66666666666666}",Orthorhombic,Pnnm,-0.33984375,-0.20017372
mp-9835_H_1_210,mp-9835,Co2Sb4,210,True,"{'Co': 33.33333333333333, 'Sb': 66.66666666666666}","{'Co': 33.33333333333333, 'Sb': 66.66666666666666}",Orthorhombic,Pnnm,-0.162109375,-0.20173772
mp-22040_H_3_210,mp-22040,Sn14Ir6,210,True,"{'Ir': 30.0, 'Sn': 70.0}","{'Ir': 30.434782608695656, 'Sn': 69.56521739130434}",Cubic,Im3m,-0.370849609375,-0.42893075
mp-949_H_1_210,mp-949,Co2Pt2,210,True,"{'Co': 50.0, 'Pt': 50.0}","{'Co': 50.0, 'Pt': 50.0}",Tetragonal,P4mmm,-0.37939453125,-0.35483259
mp-1100766_H_0_210,mp-1100766,Ni3Pt,210,True,"{'Ni': 75.0, 'Pt': 25.0}","{'Ni': 66.66666666666666, 'Pt': 33.33333333333333}",Tetragonal,I4mmm,-0.3896484375,-0.4030154
mp-20928_H_2_210,mp-20928,Sb4Ru2,210,True,"{'Ru': 33.33333333333333, 'Sb': 66.66666666666666}","{'Ru': 33.33333333333333, 'Sb': 66.66666666666666}",Orthorhombic,Pnnm,-0.2431640625,-0.26168351
mp-12086_H_1_210,mp-12086,Cu3Pt,210,True,"{'Cu': 75.0, 'Pt': 25.0}","{'Cu': 83.33333333333334, 'Pt': 16.666666666666664}",Cubic,Pm3m,-0.29931640625,-0.29063845
mp-30846_H_2_210,mp-30846,Sn6Pt4,210,True,"{'Pt': 40.0, 'Sn': 60.0}","{'Pt': 36.36363636363637, 'Sn': 63.63636363636363}",Hexagonal,P63mmc,-0.31201171875,-0.27331159
mp-12086_H_0_210,mp-12086,Cu3Pt,210,True,"{'Cu': 75.0, 'Pt': 25.0}","{'Cu': 66.66666666666666, 'Pt': 33.33333333333333}",Cubic,Pm3m,-0.322021484375,-0.32468456
mp-9835_H_2_210,mp-9835,Co2Sb4,210,True,"{'Co': 33.33333333333333, 'Sb': 66.66666666666666}","{'Co': 33.33333333333333, 'Sb': 66.66666666666666}",Orthorhombic,Pnnm,-0.1943359375,-0.19675729
mp-1183969_H_0_210,mp-1183969,Cu3Sb,210,True,"{'Cu': 75.0, 'Sb': 25.0}","{'Cu': 66.66666666666666, 'Sb': 33.33333333333333}",Cubic,Pm3m,-0.40673828125,-0.28901534
mp-20900_H_0_210,mp-20900,Cu6Sb2,210,True,"{'Cu': 75.0, 'Sb': 25.0}","{'Cu': 80.0, 'Sb': 20.0}",Orthorhombic,Pmmn,-0.19091796875,-0.21663442
mp-1183969_H_1_210,mp-1183969,Cu3Sb,210,True,"{'Cu': 75.0, 'Sb': 25.0}","{'Cu': 83.33333333333334, 'Sb': 16.666666666666664}",Cubic,Pm3m,-0.273681640625,-0.29635138
mp-20928_H_1_210,mp-20928,Sb4Ru2,210,True,"{'Ru': 33.33333333333333, 'Sb': 66.66666666666666}","{'Ru': 33.33333333333333, 'Sb': 66.66666666666666}",Orthorhombic,Pnnm,-0.22021484375,-0.16587905
mp-20900_H_1_210,mp-20900,Cu6Sb2,210,True,"{'Cu': 75.0, 'Sb': 25.0}","{'Cu': 83.33333333333334, 'Sb': 16.666666666666664}",Orthorhombic,Pmmn,-0.158203125,-0.13841138
mp-1521_H_2_211,mp-1521,Sb14Mo6,211,True,"{'Mo': 30.0, 'Sb': 70.0}","{'Mo': 25.0, 'Sb': 75.0}",Cubic,Im3m,-0.18798828125,-0.43287343
mp-2083_H_0_211,mp-2083,Sn2Ir,211,True,"{'Ir': 33.33333333333333, 'Sn': 66.66666666666666}","{'Ir': 33.33333333333333, 'Sn': 66.66666666666666}",Cubic,Fm3m,-0.220703125,-0.20193165
mp-30846_H_1_211,mp-30846,Sn6Pt4,211,True,"{'Pt': 40.0, 'Sn': 60.0}","{'Pt': 31.818181818181817, 'Sn': 68.18181818181817}",Hexagonal,P63mmc,-0.264404296875,-0.20627025
mp-22344_H_3_211,mp-22344,Sn14Ru6,211,True,"{'Ru': 30.0, 'Sn': 70.0}","{'Ru': 37.5, 'Sn': 62.5}",Cubic,Im3m,-0.31884765625,-0.6448012
mp-10598_H_1_211,mp-10598,Cu2Sn2,211,True,"{'Cu': 50.0, 'Sn': 50.0}","{'Cu': 30.0, 'Sn': 70.0}",Hexagonal,P63mmc,-0.05419921875,0.88610261
mp-30846_H_0_211,mp-30846,Sn6Pt4,211,True,"{'Pt': 40.0, 'Sn': 60.0}","{'Pt': 40.0, 'Sn': 60.0}",Hexagonal,P63mmc,-0.162109375,-0.13375373
mp-9835_H_0_211,mp-9835,Co2Sb4,211,True,"{'Co': 33.33333333333333, 'Sb': 66.66666666666666}","{'Co': 33.33333333333333, 'Sb': 66.66666666666666}",Orthorhombic,Pnnm,-0.333251953125,-0.3382184
mp-568_H_0_211,mp-568,Ti2Sb4,211,True,"{'Sb': 66.66666666666666, 'Ti': 33.33333333333333}","{'Sb': 66.66666666666666, 'Ti': 33.33333333333333}",Tetragonal,I4mcm,-0.38916015625,-0.41793816
mp-9835_H_1_211,mp-9835,Co2Sb4,211,True,"{'Co': 33.33333333333333, 'Sb': 66.66666666666666}","{'Co': 33.33333333333333, 'Sb': 66.66666666666666}",Orthorhombic,Pnnm,-0.32861328125,-0.25524569
mp-510219_H_0_211,mp-510219,Sn4Ru2,211,True,"{'Ru': 33.33333333333333, 'Sn': 66.66666666666666}","{'Ru': 33.33333333333333, 'Sn': 66.66666666666666}",Tetragonal,I4mcm,-0.27294921875,-0.24296791
mp-20928_H_4_211,mp-20928,Sb4Ru2,211,True,"{'Ru': 33.33333333333333, 'Sb': 66.66666666666666}","{'Ru': 33.33333333333333, 'Sb': 66.66666666666666}",Orthorhombic,Pnnm,-0.318115234375,-0.33537688
mp-20900_H_3_211,mp-20900,Cu6Sb2,211,True,"{'Cu': 75.0, 'Sb': 25.0}","{'Cu': 72.72727272727273, 'Sb': 27.27272727272727}",Orthorhombic,Pmmn,-0.2001953125,-0.19222098
mp-20928_H_3_211,mp-20928,Sb4Ru2,211,True,"{'Ru': 33.33333333333333, 'Sb': 66.66666666666666}","{'Ru': 33.33333333333333, 'Sb': 66.66666666666666}",Orthorhombic,Pnnm,-0.1767578125,-0.05229837
mp-20900_H_2_211,mp-20900,Cu6Sb2,211,True,"{'Cu': 75.0, 'Sb': 25.0}","{'Cu': 75.0, 'Sb': 25.0}",Orthorhombic,Pmmn,-0.1328125,-0.06295853
mp-20900_H_5_211,mp-20900,Cu6Sb2,211,True,"{'Cu': 75.0, 'Sb': 25.0}","{'Cu': 63.63636363636363, 'Sb': 36.36363636363637}",Orthorhombic,Pmmn,0.1728515625,0.13666137
mp-1521_H_0_211,mp-1521,Sb14Mo6,211,True,"{'Mo': 30.0, 'Sb': 70.0}","{'Mo': 21.428571428571427, 'Sb': 78.57142857142857}",Cubic,Im3m,-0.228515625,-0.27974589
mp-864735_H_1_211,mp-864735,Mn6Ir2,211,True,"{'Ir': 25.0, 'Mn': 75.0}","{'Ir': 33.33333333333333, 'Mn': 66.66666666666666}",Hexagonal,P63mmc,-0.55859375,-0.58220479
mp-2002_H_0_211,mp-2002,Cu3Sb,211,True,"{'Cu': 75.0, 'Sb': 25.0}","{'Cu': 75.0, 'Sb': 25.0}",Cubic,Fm3m,-0.2216796875,-0.14040544
mp-22344_H_0_211,mp-22344,Sn14Ru6,211,True,"{'Ru': 30.0, 'Sn': 70.0}","{'Ru': 21.428571428571427, 'Sn': 78.57142857142857}",Cubic,Im3m,-0.12939453125,0.00524186
mp-12086_H_1_211,mp-12086,Cu3Pt,211,True,"{'Cu': 75.0, 'Pt': 25.0}","{'Cu': 66.66666666666666, 'Pt': 33.33333333333333}",Cubic,Pm3m,-0.30712890625,-0.33599998
mp-30846_H_2_211,mp-30846,Sn6Pt4,211,True,"{'Pt': 40.0, 'Sn': 60.0}","{'Pt': 33.33333333333333, 'Sn': 66.66666666666666}",Hexagonal,P63mmc,-0.1796875,-0.18009044
mp-10598_H_3_211,mp-10598,Cu2Sn2,211,True,"{'Cu': 50.0, 'Sn': 50.0}","{'Cu': 44.44444444444444, 'Sn': 55.55555555555556}",Hexagonal,P63mmc,-0.332275390625,-0.36125043
mp-12086_H_0_211,mp-12086,Cu3Pt,211,True,"{'Cu': 75.0, 'Pt': 25.0}","{'Cu': 83.33333333333334, 'Pt': 16.666666666666664}",Cubic,Pm3m,-0.29052734375,-0.30138625
mp-30846_H_3_211,mp-30846,Sn6Pt4,211,True,"{'Pt': 40.0, 'Sn': 60.0}","{'Pt': 31.818181818181817, 'Sn': 68.18181818181817}",Hexagonal,P63mmc,-0.14599609375,-0.1005115
mp-30846_H_4_211,mp-30846,Sn6Pt4,211,True,"{'Pt': 40.0, 'Sn': 60.0}","{'Pt': 26.31578947368421, 'Sn': 73.68421052631578}",Hexagonal,P63mmc,0.033203125,0.09953887
mp-510219_H_2_211,mp-510219,Sn4Ru2,211,True,"{'Ru': 33.33333333333333, 'Sn': 66.66666666666666}","{'Ru': 28.57142857142857, 'Sn': 71.42857142857143}",Tetragonal,I4mcm,-0.39111328125,-0.33426873
mp-568_H_3_211,mp-568,Ti2Sb4,211,True,"{'Sb': 66.66666666666666, 'Ti': 33.33333333333333}","{'Sb': 71.42857142857143, 'Ti': 28.57142857142857}",Tetragonal,I4mcm,-0.759765625,-0.10695982
mp-9835_H_4_211,mp-9835,Co2Sb4,211,True,"{'Co': 33.33333333333333, 'Sb': 66.66666666666666}","{'Co': 33.33333333333333, 'Sb': 66.66666666666666}",Orthorhombic,Pnnm,-0.2548828125,-0.20328621
mp-568_H_2_211,mp-568,Ti2Sb4,211,True,"{'Sb': 66.66666666666666, 'Ti': 33.33333333333333}","{'Sb': 66.66666666666666, 'Ti': 33.33333333333333}",Tetragonal,I4mcm,-0.31689453125,-0.35087556
mp-22040_H_0_211,mp-22040,Sn14Ir6,211,True,"{'Ir': 30.0, 'Sn': 70.0}","{'Ir': 21.428571428571427, 'Sn': 78.57142857142857}",Cubic,Im3m,-0.158203125,-0.09045201
mp-9835_H_2_211,mp-9835,Co2Sb4,211,True,"{'Co': 33.33333333333333, 'Sb': 66.66666666666666}","{'Co': 33.33333333333333, 'Sb': 66.66666666666666}",Orthorhombic,Pnnm,-0.3388671875,-0.42458263
mp-20900_H_0_211,mp-20900,Cu6Sb2,211,True,"{'Cu': 75.0, 'Sb': 25.0}","{'Cu': 75.0, 'Sb': 25.0}",Orthorhombic,Pmmn,-0.20263671875,1.41894061
mp-1100766_H_2_211,mp-1100766,Ni3Pt,211,True,"{'Ni': 75.0, 'Pt': 25.0}","{'Ni': 83.33333333333334, 'Pt': 16.666666666666664}",Tetragonal,I4mmm,-0.492919921875,-0.47688148
mp-20900_H_6_211,mp-20900,Cu6Sb2,211,True,"{'Cu': 75.0, 'Sb': 25.0}","{'Cu': 75.0, 'Sb': 25.0}",Orthorhombic,Pmmn,-0.2763671875,1.32569907
mp-20900_H_1_211,mp-20900,Cu6Sb2,211,True,"{'Cu': 75.0, 'Sb': 25.0}","{'Cu': 83.33333333333334, 'Sb': 16.666666666666664}",Orthorhombic,Pmmn,-0.083984375,-0.03473048
mp-2083_H_0_221,mp-2083,Sn2Ir,221,True,"{'Ir': 33.33333333333333, 'Sn': 66.66666666666666}","{'Ir': 42.857142857142854, 'Sn': 57.14285714285714}",Cubic,Fm3m,-0.21435546875,-0.24812738
mp-30846_H_1_221,mp-30846,Sn6Pt4,221,True,"{'Pt': 40.0, 'Sn': 60.0}","{'Pt': 28.57142857142857, 'Sn': 71.42857142857143}",Hexagonal,P63mmc,-0.162109375,-0.14842664
mp-30846_H_0_221,mp-30846,Sn6Pt4,221,True,"{'Pt': 40.0, 'Sn': 60.0}","{'Pt': 31.03448275862069, 'Sn': 68.96551724137932}",Hexagonal,P63mmc,-0.16064453125,-0.14839057
mp-9835_H_0_221,mp-9835,Co2Sb4,221,True,"{'Co': 33.33333333333333, 'Sb': 66.66666666666666}","{'Co': 33.33333333333333, 'Sb': 66.66666666666666}",Orthorhombic,Pnnm,-0.3251953125,-0.32043365
mp-568_H_0_221,mp-568,Ti2Sb4,221,True,"{'Sb': 66.66666666666666, 'Ti': 33.33333333333333}","{'Sb': 71.42857142857143, 'Ti': 28.57142857142857}",Tetragonal,I4mcm,-0.3642578125,-0.33392691
mp-510219_H_1_221,mp-510219,Sn4Ru2,221,True,"{'Ru': 33.33333333333333, 'Sn': 66.66666666666666}","{'Ru': 26.666666666666668, 'Sn': 73.33333333333333}",Tetragonal,I4mcm,-0.35302734375,-0.27886881
mp-9835_H_1_221,mp-9835,Co2Sb4,221,True,"{'Co': 33.33333333333333, 'Sb': 66.66666666666666}","{'Co': 30.76923076923077, 'Sb': 69.23076923076923}",Orthorhombic,Pnnm,-0.339599609375,-0.69475882
mp-510219_H_0_221,mp-510219,Sn4Ru2,221,True,"{'Ru': 33.33333333333333, 'Sn': 66.66666666666666}","{'Ru': 28.57142857142857, 'Sn': 71.42857142857143}",Tetragonal,I4mcm,-0.2841796875,-0.25796699
mp-568_H_1_221,mp-568,Ti2Sb4,221,True,"{'Sb': 66.66666666666666, 'Ti': 33.33333333333333}","{'Sb': 73.33333333333333, 'Ti': 26.666666666666668}",Tetragonal,I4mcm,-0.377197265625,-0.41224938
mp-12107_H_0_221,mp-12107,TiPt3,221,True,"{'Pt': 75.0, 'Ti': 25.0}","{'Pt': 75.0, 'Ti': 25.0}",Cubic,Pm3m,-0.30224609375,-0.28140321
mp-20900_H_4_221,mp-20900,Cu6Sb2,221,True,"{'Cu': 75.0, 'Sb': 25.0}","{'Cu': 75.0, 'Sb': 25.0}",Orthorhombic,Pmmn,-0.228515625,-0.22127158
mp-20900_H_3_221,mp-20900,Cu6Sb2,221,True,"{'Cu': 75.0, 'Sb': 25.0}","{'Cu': 71.42857142857143, 'Sb': 28.57142857142857}",Orthorhombic,Pmmn,-0.30712890625,-0.33636614
mp-20928_H_3_221,mp-20928,Sb4Ru2,221,True,"{'Ru': 33.33333333333333, 'Sb': 66.66666666666666}","{'Ru': 33.33333333333333, 'Sb': 66.66666666666666}",Orthorhombic,Pnnm,-0.285400390625,-0.31626362
mp-20928_H_2_221,mp-20928,Sb4Ru2,221,True,"{'Ru': 33.33333333333333, 'Sb': 66.66666666666666}","{'Ru': 33.33333333333333, 'Sb': 66.66666666666666}",Orthorhombic,Pnnm,-0.14404296875,-0.17224912
mp-20900_H_2_221,mp-20900,Cu6Sb2,221,True,"{'Cu': 75.0, 'Sb': 25.0}","{'Cu': 75.0, 'Sb': 25.0}",Orthorhombic,Pmmn,-0.31201171875,-0.29265296
mp-20900_H_5_221,mp-20900,Cu6Sb2,221,True,"{'Cu': 75.0, 'Sb': 25.0}","{'Cu': 69.23076923076923, 'Sb': 30.76923076923077}",Orthorhombic,Pmmn,-0.16357421875,-0.17440303
mp-1521_H_0_221,mp-1521,Sb14Mo6,221,True,"{'Mo': 30.0, 'Sb': 70.0}","{'Mo': 25.0, 'Sb': 75.0}",Cubic,Im3m,-0.3232421875,-0.28970549
mp-2002_H_0_221,mp-2002,Cu3Sb,221,True,"{'Cu': 75.0, 'Sb': 25.0}","{'Cu': 70.0, 'Sb': 30.0}",Cubic,Fm3m,-0.486328125,-0.17627787
mp-12086_H_1_221,mp-12086,Cu3Pt,221,True,"{'Cu': 75.0, 'Pt': 25.0}","{'Cu': 75.0, 'Pt': 25.0}",Cubic,Pm3m,-0.24951171875,-0.24526741
mp-30846_H_2_221,mp-30846,Sn6Pt4,221,True,"{'Pt': 40.0, 'Sn': 60.0}","{'Pt': 27.586206896551722, 'Sn': 72.41379310344827}",Hexagonal,P63mmc,-0.17431640625,-0.17057557
mp-12086_H_0_221,mp-12086,Cu3Pt,221,True,"{'Cu': 75.0, 'Pt': 25.0}","{'Cu': 75.0, 'Pt': 25.0}",Cubic,Pm3m,-0.32373046875,-0.29354347
mp-510219_H_2_221,mp-510219,Sn4Ru2,221,True,"{'Ru': 33.33333333333333, 'Sn': 66.66666666666666}","{'Ru': 40.0, 'Sn': 60.0}",Tetragonal,I4mcm,-0.343505859375,-0.37108885
mp-9835_H_3_221,mp-9835,Co2Sb4,221,True,"{'Co': 33.33333333333333, 'Sb': 66.66666666666666}","{'Co': 30.76923076923077, 'Sb': 69.23076923076923}",Orthorhombic,Pnnm,-0.1689453125,-0.08255968
mp-1078699_H_0_221,mp-1078699,Nb2Pt6,221,True,"{'Nb': 25.0, 'Pt': 75.0}","{'Nb': 30.76923076923077, 'Pt': 69.23076923076923}",Orthorhombic,Pmmn,-0.351806640625,-0.38051184
mp-1030_H_0_221,mp-1030,SbPt7,221,True,"{'Pt': 87.5, 'Sb': 12.5}","{'Pt': 87.5, 'Sb': 12.5}",Cubic,Fm3m,-0.382568359375,-0.3774727
mp-12594_H_1_221,mp-12594,TiIr,221,True,"{'Ir': 50.0, 'Ti': 50.0}","{'Ir': 40.0, 'Ti': 60.0}",Cubic,Pm3m,-0.392822265625,-0.38092476
mp-20900_H_0_221,mp-20900,Cu6Sb2,221,True,"{'Cu': 75.0, 'Sb': 25.0}","{'Cu': 69.23076923076923, 'Sb': 30.76923076923077}",Orthorhombic,Pmmn,-0.18603515625,0.19984008
mp-1183969_H_1_221,mp-1183969,Cu3Sb,221,True,"{'Cu': 75.0, 'Sb': 25.0}","{'Cu': 75.0, 'Sb': 25.0}",Cubic,Pm3m,-0.177734375,-0.15235418
mp-1180_H_0_221,mp-1180,MnPt3,221,True,"{'Mn': 25.0, 'Pt': 75.0}","{'Mn': 25.0, 'Pt': 75.0}",Cubic,Pm3m,-0.294189453125,-0.29924074
mp-922_H_0_221,mp-922,CoPt3,221,True,"{'Co': 25.0, 'Pt': 75.0}","{'Co': 25.0, 'Pt': 75.0}",Cubic,Pm3m,-0.37548828125,-0.36143661
mp-20900_H_1_221,mp-20900,Cu6Sb2,221,True,"{'Cu': 75.0, 'Sb': 25.0}","{'Cu': 83.33333333333334, 'Sb': 16.666666666666664}",Orthorhombic,Pmmn,-0.298583984375,-0.33590039
