Unnamed: 0,Slab_Facet_info,bulk_id,in_domain,Ametal,Bmetal,AandB,symbol,Crystal System,Point Group,Bulk_concentration,experimentally_observed,Surface,Surface concentration,Ads. site,nearest_symbols,Eads (eV),Surf. E. (J/m²),Cost ($/kg),distance_from_optimal,activity_score,stability_score,cost_score,asci_score,ASCI Rank
334,RuPt_111_T_0.083,mp-1120769,True,Pt,Ru,Pt-Ru,RuPt,Tetragonal,P4mmm,"{'Pt': 50.0, 'Ru': 50.0}",False,111,"{'Pt': 33.33333333333333, 'Ru': 66.66666666666666}",bridge,"['Pt', 'Ru']",-0.36137784,2.2125879641567514,25481.075,0.0913778399999999,0.3908144,0.2848333493258326,0.1357864817185788,0.2691311610618415,335
335,Mn6Pt2_100_T_1.000,mp-1185931,True,Mn,Pt,Mn-Pt,Mn6Pt2,Hexagonal,P63mmc,"{'Mn': 75.0, 'Pt': 25.0}",False,100,"{'Mn': 85.71428571428571, 'Pt': 14.285714285714285}",3-fold,"['Mn', 'Mn', 'Mn']",-0.37636634,2.275637112832274,7676.8427375,0.10636634,0.2908910666666666,0.2614739689969706,0.2489188481253007,0.2669128701316026,336
336,FeIr3_111_T_0.167,mp-10596,True,Fe,Ir,Fe-Ir,FeIr3,Cubic,Pm3m,"{'Fe': 25.0, 'Ir': 75.0}",True,111,"{'Fe': 25.0, 'Ir': 75.0}",3-fold,"['Ir', 'Ir', 'Fe']",-0.34625809,2.147532233507372,102480.5275125,0.07625809,0.4916127333333333,0.3089361577972312,0.0045479670859572,0.2657274428823117,337
337,Ni3Pt_110_B_0.125,mp-1100766,True,Ni,Pt,Ni-Pt,Ni3Pt,Tetragonal,I4mmm,"{'Ni': 75.0, 'Pt': 25.0}",False,110,"{'Ni': 75.0, 'Pt': 25.0}",bridge,"['Pt', 'Ni']",-0.39483707,1.9565677558079992,7688.6037275,0.12483707,0.1677528666666666,0.3796874995296843,0.2487744927442664,0.2652386483778464,338
338,Mn6Pt2_110_T_0.250,mp-1185931,True,Mn,Pt,Mn-Pt,Mn6Pt2,Hexagonal,P63mmc,"{'Mn': 75.0, 'Pt': 25.0}",False,110,"{'Mn': 85.71428571428571, 'Pt': 14.285714285714285}",3-fold,"['Mn', 'Mn', 'Mn']",-0.3596025,2.6206120043004866,7676.8427375,0.0896024999999999,0.4026500000000002,0.1336625732367234,0.2489188481253007,0.2616155575307211,339
339,MoPt3_110_T_0.125,mp-13100,False,Mo,Pt,Mo-Pt,MoPt3,Cubic,Pm3m,"{'Mo': 25.0, 'Pt': 75.0}",False,110,"{'Mo': 25.0, 'Pt': 75.0}",bridge,"['Mo', 'Pt']",-0.38821362,1.8475690049706333,23045.870270000003,0.1182136199999999,0.2119092000000002,0.4200709675013841,0.1452586995808722,0.2579414131329534,340
340,MoPt3_111_T_0.020,mp-1221425,True,Mo,Pt,Mo-Pt,MoPt3,Trigonal,R3m,"{'Mo': 25.0, 'Pt': 75.0}",False,111,"{'Mo': 25.0, 'Pt': 75.0}",top,['Pt'],-0.38164267,1.9722650059753888,23045.870270000003,0.11164267,0.2557155333333333,0.3738717503168849,0.1452586995808722,0.2571517614620686,341
341,MoPt3_110_T_0.250,mp-1221425,True,Mo,Pt,Mo-Pt,MoPt3,Trigonal,R3m,"{'Mo': 25.0, 'Pt': 75.0}",False,110,"{'Mo': 25.0, 'Pt': 75.0}",top,['Pt'],-0.38459495,1.9276094294271944,23045.870270000003,0.1145949499999999,0.2360336666666668,0.3904164082275294,0.1452586995808722,0.2561164825725813,342
342,Ti4Pt12_110_T_0.125,mp-1189793,False,Pt,Ti,Pt-Ti,Ti4Pt12,Hexagonal,P63mmc,"{'Pt': 75.0, 'Ti': 25.0}",True,110,"{'Pt': 75.0, 'Ti': 25.0}",top,['Pt'],-0.38157045,2.02115133092808,23032.092930000003,0.1115704499999999,0.256197,0.355759622216199,0.1453150901283753,0.2513528159749932,343
343,IrRu_100_T_0.833,mp-974421,True,Ir,Ru,Ir-Ru,IrRu,Hexagonal,P6m2,"{'Ir': 50.0, 'Ru': 50.0}",False,100,"{'Ir': 50.0, 'Ru': 50.0}",3-fold,"['Ir', 'Ru', 'Ru']",-0.33531817,2.5322759077042902,78447.82,0.06531817,0.5645455333333332,0.1663906357166335,0.0297481808257197,0.2513233172672338,344
344,MnPt3_110_B_0.125,mp-1180,True,Mn,Pt,Mn-Pt,MnPt3,Cubic,Pm3m,"{'Mn': 25.0, 'Pt': 75.0}",True,110,"{'Mn': 25.0, 'Pt': 75.0}",bridge,"['Pt', 'Pt']",-0.38338236,1.9895243369505071,23030.4009125,0.1133823599999999,0.2441176000000002,0.3674772583223242,0.1453220178686806,0.2512357893217185,345
345,Ni3Pt_210_T_0.083,mp-12798,True,Ni,Pt,Ni-Pt,Ni3Pt,Cubic,Pm3m,"{'Ni': 75.0, 'Pt': 25.0}",True,210,"{'Ni': 66.66666666666666, 'Pt': 33.33333333333333}",bridge,"['Ni', 'Ni']",-0.3955775,2.057844465909902,7688.6037275,0.1255775,0.1628166666666666,0.3421650073244137,0.2487744927442664,0.2512272799501071,346
346,TiIr_221_B_0.050,mp-12594,True,Ir,Ti,Ir-Ti,TiIr,Cubic,Pm3m,"{'Ir': 50.0, 'Ti': 50.0}",True,221,"{'Ir': 40.0, 'Ti': 60.0}",top,['Ir'],-0.38311261,1.7438898112494765,68323.75086,0.11311261,0.2459159333333332,0.4584835673413325,0.0427779755597244,0.246996346912946,347
347,SnPt3_110_T_0.125,mp-20971,False,Pt,Sn,Pt-Sn,SnPt3,Cubic,Pm3m,"{'Pt': 75.0, 'Sn': 25.0}",True,110,"{'Pt': 75.0, 'Sn': 25.0}",top,['Pt'],-0.1106465,1.3798659673609843,23038.0455125,0.1593535,0.0,0.5933525004958071,0.1452907221161408,0.2452051706831042,348
348,TaRu_111_B_0.083,mp-1601,True,Ru,Ta,Ru-Ta,TaRu,Tetragonal,P4mmm,"{'Ru': 50.0, 'Ta': 50.0}",True,111,"{'Ru': 33.33333333333333, 'Ta': 66.66666666666666}",top,['Ta'],-0.37025166,2.501551078386238,10302.81,0.1002516599999999,0.3316556000000001,0.1777740245276927,0.2211754828747354,0.2433114402715487,349
349,Nb2Pt6_221_T_0.000,mp-1078699,True,Nb,Pt,Nb-Pt,Nb2Pt6,Orthorhombic,Pmmn,"{'Nb': 25.0, 'Pt': 75.0}",True,221,"{'Nb': 30.76923076923077, 'Pt': 69.23076923076923}",bridge,"['Pt', 'Pt']",-0.38428474,2.090503841258972,23050.487500000003,0.11428474,0.2381017333333333,0.3300648793114534,0.1452398088354971,0.2368765171768487,350
350,MoPt3_100_T_0.250,mp-13100,False,Mo,Pt,Mo-Pt,MoPt3,Cubic,Pm3m,"{'Mo': 25.0, 'Pt': 75.0}",False,100,"{'Mo': 25.0, 'Pt': 75.0}",top,['Pt'],-0.39789418,1.861274789484084,23045.870270000003,0.1278941799999999,0.1473721333333335,0.4149930459135321,0.1452586995808722,0.2349684670089622,351
351,FeIr3_110_T_0.125,mp-10596,True,Fe,Ir,Fe-Ir,FeIr3,Cubic,Pm3m,"{'Fe': 25.0, 'Ir': 75.0}",True,110,"{'Fe': 25.0, 'Ir': 75.0}",bridge,"['Ir', 'Fe']",-0.33520887,2.665792898942424,102480.5275125,0.0652088699999999,0.5652742000000002,0.1169232877156645,0.0045479670859572,0.2266714797553948,352
352,Co2Pt2_111_T_0.083,mp-949,True,Co,Pt,Co-Pt,Co2Pt2,Tetragonal,P4mmm,"{'Co': 50.0, 'Pt': 50.0}",True,111,"{'Co': 66.66666666666666, 'Pt': 33.33333333333333}",bridge,"['Pt', 'Co']",-0.39612369,2.119936959623673,15370.43993,0.1261236899999999,0.1591754000000003,0.3191600626630347,0.1834533512468459,0.2202248421027291,353
353,FeIr3_110_B_0.125,mp-1184336,False,Fe,Ir,Fe-Ir,FeIr3,Tetragonal,I4mmm,"{'Fe': 25.0, 'Ir': 75.0}",False,110,"{'Fe': 25.0, 'Ir': 75.0}",bridge,"['Ir', 'Fe']",-0.33650948,2.6981078987699503,102480.5275125,0.06650948,0.5566034666666666,0.1049507490350375,0.0045479670859572,0.2198591999907878,354
354,Nb2Pt6_111_B_0.084,mp-1078699,True,Nb,Pt,Nb-Pt,Nb2Pt6,Orthorhombic,Pmmn,"{'Nb': 25.0, 'Pt': 75.0}",True,111,"{'Nb': 28.57142857142857, 'Pt': 71.42857142857143}",top,['Pt'],-0.39771754,2.032090716665301,23050.487500000003,0.1277175399999999,0.1485497333333335,0.3517066369282457,0.1452398088354971,0.2144661371903902,355
355,Ir3Ru_110_B_0.125,mp-974358,True,Ir,Ru,Ir-Ru,Ir3Ru,Tetragonal,I4mmm,"{'Ir': 75.0, 'Ru': 25.0}",False,110,"{'Ir': 75.0, 'Ru': 25.0}",bridge,"['Ir', 'Ru']",-0.35795733,2.733477660510741,107544.245,0.08795733,0.4136177999999999,0.0918464370181312,0.0,0.1668031982159833,356
356,Ta2Ru6_100_T_0.249,mp-1187258,True,Ru,Ta,Ru-Ta,Ta2Ru6,Hexagonal,P63mmc,"{'Ru': 75.0, 'Ta': 25.0}",False,100,{'Ru': 100.0},bridge,"['Ru', 'Ru']",-0.37557073,2.970220528602795,15278.89,0.10557073,0.2961951333333332,0.0041344407092124,0.1840166937506717,0.1616744353092684,357
357,Ir3Ru_110_T_0.125,mp-974358,True,Ir,Ru,Ir-Ru,Ir3Ru,Tetragonal,I4mmm,"{'Ir': 75.0, 'Ru': 25.0}",False,110,"{'Ir': 75.0, 'Ru': 25.0}",bridge,"['Ir', 'Ir']",-0.36166308,2.73274798265452,107544.245,0.09166308,0.3889127999999999,0.0921167788533357,0.0,0.1587397610216007,358
358,TiRu_100_B_0.250,mp-592,True,Ru,Ti,Ru-Ti,TiRu,Cubic,Pm3m,"{'Ru': 50.0, 'Ti': 50.0}",True,100,"{'Ru': 50.0, 'Ti': 50.0}",bridge,"['Ru', 'Ru']",-0.39741606,2.73572470658859,10130.90086,0.12741606,0.1505596,0.0910139181808177,0.222762187786972,0.1554584048472403,359
359,TiIr3_100_B_0.250,mp-1089,True,Ir,Ti,Ir-Ti,TiIr3,Cubic,Pm3m,"{'Ir': 75.0, 'Ti': 25.0}",True,100,"{'Ir': 75.0, 'Ti': 25.0}",bridge,"['Ir', 'Ir']",-0.39861359,2.756094099187406,102482.21043,0.12861359,0.1425760666666666,0.0834671645960485,0.004546418547097,0.076140048622709,360
360,Ta3Ir_111_T_0.125,mp-1187196,True,Ir,Ta,Ir-Ta,Ta3Ir,Cubic,Fm3m,"{'Ir': 25.0, 'Ta': 75.0}",False,111,"{'Ir': 33.33333333333333, 'Ta': 66.66666666666666}",top,['Ir'],-0.11180275,2.8686256180069134,34423.155000000006,0.15819725,0.0,0.041774824535795,0.1074221507591309,0.0503092233549168,361
